ISBN10	Title	Author	Cover	Publisher	Pages
0446401617	Where Echoes Live	Marcia Muller	http://www.openisbn.com/cover/0446401617_72.jpg	Mysterious Press	368
0345428196	Outfoxed (Foxhunting Mysteries)	Rita Mae Brown	http://www.openisbn.com/cover/0345428196_72.jpg	Ballantine Books	352
0553208799	Chancellor Manuscript	Robert Ludlum	http://www.openisbn.com/cover/0553208799_72.jpg	Bantam Books	438
0821767747	Too Good To Be True	Kasey Michaels	http://www.openisbn.com/cover/0821767747_72.jpg	Zebra	377
0446512923	Lord Of The Dance (Passover Trilogy)	Andrew M. Greeley	http://www.openisbn.com/cover/0446512923_72.jpg	Warner Books	401
0060955406	The Peculiar Memories Of Thomas Penman	Bruce Robinson	http://www.openisbn.com/cover/0060955406_72.jpg	Harper Perennial	288
0380793059	To Bury The Dead	Craig Spector	http://www.openisbn.com/cover/0380793059_72.jpg	HarperTorch	352
0440419468	Holes	Louis Sachar	http://www.openisbn.com/cover/0440419468_72.jpg	Yearling	256
0446359866	Presumed Innocent: A Novel	Scott Turow	http://www.openisbn.com/cover/0446359866_72.jpg	Farrar Straus Giroux	432
0446602612	The Poet	Michael Connelly	http://www.openisbn.com/cover/0446602612_72.jpg	Grand Central Publishing	501
0446612790	2nd Chance (The Women's Murder Club)	James Patterson,Andrew Gross	http://www.openisbn.com/cover/0446612790_72.jpg	Vision	432
0671676253	The ABYSS	Orson Scott Card,James Cameron	http://www.openisbn.com/cover/0671676253_72.jpg	Pocket	363
0446606383	The Midnight Club	James Patterson	http://www.openisbn.com/cover/0446606383_72.jpg	Vision	368
0553213148	Anne Of Avonlea (Anne Of Green Gables, Book 2)	L.M. Montgomery	http://www.openisbn.com/cover/0553213148_72.jpg	Bantam Books	276
0380725584	The Indian In The Cupboard	Lynne Reid Banks,Brock Cole	http://www.openisbn.com/cover/0380725584_72.jpg	HarperTrophy	208
0679401032	Uh-Oh: Some Observations From Both Sides Of The Refrigerator Door	Robert Fulghum	http://www.openisbn.com/cover/0679401032_72.jpg	Villard	244
0394580567	It Was On Fire When I Lay Down On It	Robert Fulghum	http://www.openisbn.com/cover/0394580567_72.jpg	Villard	218
0394571029	All I Really Need To Know I Learned In Kindergarten: Uncommon Thoughts On Common Things	Robert Fulghum	http://www.openisbn.com/cover/0394571029_72.jpg	Villard Books	196
0440128994	God Save The Child	Robert B. Parker	http://www.openisbn.com/cover/0440128994_72.jpg	Dell	208
0590455761	One Hungry Monster	Susan H Okeefe	http://www.openisbn.com/cover/0590455761_72.jpg	Scholastic Inc	0
0446365505	Pleading Guilty	Scott Turow	http://www.openisbn.com/cover/0446365505_72.jpg	Grand Central Publishing	480
0671531409	A Midsummer Night's Dream (Folger Library General Readers Shakespeare)	William Shakespeare	http://www.openisbn.com/cover/0671531409_72.jpg	Washington Square Pr	0
002542730X	Politically Correct Bedtime Stories: Modern Tales For Our Life &amp; Times	James Finn Garner	http://www.openisbn.com/cover/002542730X_72.jpg	John Wiley &amp; Sons Inc	79
0804111898	Uh-Oh	Robert Fulghum	http://www.openisbn.com/cover/0804111898_72.jpg	Ivy Books	256
0802132154	The Complete Plays: The Ruffian On The Stair, Entertaining Mr. Sloan, The Good And Faithful Servant, Loot, The Erpingham Camp, Funeral Games, What The Butler Saw	Joe Orton	http://www.openisbn.com/cover/0802132154_72.jpg	Grove Press	448
0025473905	Respect For Acting	Uta Hagen,Haskel Frankel	http://www.openisbn.com/cover/0025473905_72.jpg	Macmillan	227
0451203895	4 Blondes	Candace Bushnell	http://www.openisbn.com/cover/0451203895_72.jpg	Signet	384
0345309014	Second Foundation(Foundation Trilogy, Book 3)	Isaac Asimov	http://www.openisbn.com/cover/0345309014_72.jpg	Del Rey	0
0345308999	Foundation (Foundation, No.1)	Isaac Asimov	http://www.openisbn.com/cover/0345308999_72.jpg	Del Rey	0
0345309006	FOUNDATION AND EMPIRE	Isaac Asimov	http://www.openisbn.com/cover/0345309006_72.jpg	Del Rey	0
0553272535	Night	Elie Wiesel,Stella Rodway,Francois Mauriac	http://www.openisbn.com/cover/0553272535_72.jpg	Bantam Books	109
0445406488	The Curse Of The Pharaohs (Amelia Peabody, Book 2)	Elizabeth Peters	http://www.openisbn.com/cover/0445406488_72.jpg	Mysterious Press	285
0451209710	The Dewey Decimal System Of Love	Josephine Carr	http://www.openisbn.com/cover/0451209710_72.jpg	NAL Trade	251
0312865031	Gravelight	Marion Zimmer Bradley	http://www.openisbn.com/cover/0312865031_72.jpg	Tor Books	350
089190672X	Circus	Alistair MacLean	http://www.openisbn.com/cover/089190672X_72.jpg	Amereon Ltd	0
0449219631	Jaws	Peter Benchley	http://www.openisbn.com/cover/0449219631_72.jpg	Fawcett	288
0425104052	The Hound Of The Baskervilles	Sir Arthur Conan Doyle	http://www.openisbn.com/cover/0425104052_72.jpg	Berkley	176
0425181464	Seduction In Death	J. D. Robb,J.D. Robb	http://www.openisbn.com/cover/0425181464_72.jpg	Berkley Books	368
0515090298	Catcher In The Wry	Bob Uecker	http://www.openisbn.com/cover/0515090298_72.jpg	Jove	0
0345438353	A Case Of Conscience (Del Rey Impact)	James Blish	http://www.openisbn.com/cover/0345438353_72.jpg	Del Rey	256
0060298774	The Lives Of Christopher Chant (Chrestomanci Books)	Diana Wynne Jones	http://www.openisbn.com/cover/0060298774_72.jpg	Greenwillow Books	336
0449212858	Rutland Place	Anne Perry	http://www.openisbn.com/cover/0449212858_72.jpg	Fawcett	224
0812505018	The Secret Garden	Frances Hodgson Burnett	http://www.openisbn.com/cover/0812505018_72.jpg	Tor Classics	288
0671888021	Lame Deer, Seeker Of Visions (Enriched Classics)	Richard Erdoes,John (Fire) Lame Deer	http://www.openisbn.com/cover/0671888021_72.jpg	Simon &amp; Schuster	352
0451458125	Fool Moon (The Dresden Files, Book 2)	Jim Butcher	http://www.openisbn.com/cover/0451458125_72.jpg	Roc	352
0553213377	The Three Musketeers (Bantam Classic)	Alexandre Dumas,Lowell Bair	http://www.openisbn.com/cover/0553213377_72.jpg	Bantam Classics	656
0142002054	Diamonds Are Forever (James Bond Novels)	Ian Fleming	http://www.openisbn.com/cover/0142002054_72.jpg	Penguin (Non-Classics)	240
067150987X	Winter's Tale	Mark Helprin	http://www.openisbn.com/cover/067150987X_72.jpg	Pocket Books	685
0345347951	Childhood's End	Arthur C. Clarke	http://www.openisbn.com/cover/0345347951_72.jpg	Del Rey	224
0425037827	Stranger In A Strange Land	Robert A. Heinlein	http://www.openisbn.com/cover/0425037827_72.jpg	Berkley	0
0553574353	Helter Skelter: The True Story Of The Manson Murders	Vincent Bugliosi,Curt Gentry	http://www.openisbn.com/cover/0553574353_72.jpg	Bantam	736
0553142046	Dragonsong	Anne Mccaffrey	http://www.openisbn.com/cover/0553142046_72.jpg	Bantam Doubleday Dell	0
0786889527	Night Gardening	E. L. Swann	http://www.openisbn.com/cover/0786889527_72.jpg	Hyperion	208
0441006345	Fantastic Alice: New Stories From Wonderland	Margaret Weis	http://www.openisbn.com/cover/0441006345_72.jpg	Ace	304
0671721380	Wheels Of Fire (Serrated Edge 2)	Mercedes Lackey,Mark Shepherd	http://www.openisbn.com/cover/0671721380_72.jpg	Baen	400
0446356018	Cradle	Gentry Lee,Arthur C. Clarke	http://www.openisbn.com/cover/0446356018_72.jpg	Warner Books	416
067174139X	Masks (Star Trek The Next Generation, No 7)	John Vornholt	http://www.openisbn.com/cover/067174139X_72.jpg	Star Trek	277
0399136487	Damia	Anne McCaffrey	http://www.openisbn.com/cover/0399136487_72.jpg	Putnam Adult	336
0671720139	Black Throne	Zelazny	http://www.openisbn.com/cover/0671720139_72.jpg	Baen	0
039480001X	The Cat In The Hat	Dr. Seuss	http://www.openisbn.com/cover/039480001X_72.jpg	Random House Books For Young Readers	72
0345273303	Another Roadside Attraction	Tom Robbins	http://www.openisbn.com/cover/0345273303_72.jpg	Ballantine Books	0
0446365661	Wall Of Brass	Robert Daley	http://www.openisbn.com/cover/0446365661_72.jpg	Vision	384
0749930888	Sisters In Arms	Catherine Jones	http://www.openisbn.com/cover/0749930888_72.jpg	Piatkus	432
0440201101	MORE DIE/HEART BREAK	Saul Bellow	http://www.openisbn.com/cover/0440201101_72.jpg	Dell	0
1857022424	The Shipping News	E. Annie Proulx	http://www.openisbn.com/cover/1857022424_72.jpg	Fourth Estate Limited	0
1561383619	The Quotable Traveler: Wise Words For Travelers, Explorers, And Wanderers (Miniature Editions)	Running Press	http://www.openisbn.com/cover/1561383619_72.jpg	Running Press Book Publishers	125
068484477X	Stones From The River	Ursula Hegi	http://www.openisbn.com/cover/068484477X_72.jpg	Simon &amp; Schuster	525
0393317552	Guns, Germs, And Steel: The Fates Of Human Societies	Jared M. Diamond	http://www.openisbn.com/cover/0393317552_72.jpg	W. W. Norton &amp; Company	496
0684853515	Hearts In Atlantis	Stephen King	http://www.openisbn.com/cover/0684853515_72.jpg	Scribner	525
0375504397	Black House	Stephen King,Peter Straub	http://www.openisbn.com/cover/0375504397_72.jpg	Random House	640
0452283205	Falling Angels	Tracy Chevalier	http://www.openisbn.com/cover/0452283205_72.jpg	Plume	336
0374524912	Coyote V. Acme	Ian Frazier	http://www.openisbn.com/cover/0374524912_72.jpg	Noonday Press	128
0316779237	Holidays On Ice: Stories	David Sedaris	http://www.openisbn.com/cover/0316779237_72.jpg	Back Bay Books	144
0875427324	Witta: An Irish Pagan Tradition (Llewellyn's World Religion &amp; Magick)	Edain McCoy	http://www.openisbn.com/cover/0875427324_72.jpg	Llewellyn Publications	272
0385421982	The Pelican Brief	John Grisham	http://www.openisbn.com/cover/0385421982_72.jpg	Doubleday	384
0892962275	Black House	Patricia Highsmith	http://www.openisbn.com/cover/0892962275_72.jpg	Mysterious Press	0
0393040135	Love Warps The Mind A Little	John Dufresne	http://www.openisbn.com/cover/0393040135_72.jpg	W. W. Norton	320
0679402470	Millroy The Magician	Paul Theroux	http://www.openisbn.com/cover/0679402470_72.jpg	Random House	437
055344171X	The Princess And The Pea (Loveswept)	Fayrene Preston	http://www.openisbn.com/cover/055344171X_72.jpg	Loveswept	180
0733801862	Book Of D'Ni (Myst)	Rand Miller,David Wingrove	http://www.openisbn.com/cover/0733801862_72.jpg	Bantam	0
0875421180	Wicca: A Guide For The Solitary Practitioner (Includes Author's Book Of Shadows)	Scott Cunningham	http://www.openisbn.com/cover/0875421180_72.jpg	Llewellyn Publications	240
055308013X	Private Eyes	Jonathan Kellerman	http://www.openisbn.com/cover/055308013X_72.jpg	Bantam	475
0460872125	Pride &amp; Prejudice (Everyman Paperback Classics)	Jane Austen,Pamela Norris	http://www.openisbn.com/cover/0460872125_72.jpg	Orion Publishing Group, Ltd.	317
2020606291	Amours Sorcières (Export)	Jelloun	http://www.openisbn.com/cover/2020606291_72.jpg	Seuil	0
0345311965	Pebble In The Sky	Isaac Asimov	http://www.openisbn.com/cover/0345311965_72.jpg	Ballantine	231
0451139739	Christine (Signet)	Stephen King	http://www.openisbn.com/cover/0451139739_72.jpg	Signet	503
0553236202	Something Wicked This Way Comes	Ray Bradbury	http://www.openisbn.com/cover/0553236202_72.jpg	Bantam Doubleday Dell	215
038072975X	Midnight Champagne: A Novel: A Novel	A. Manette Ansay	http://www.openisbn.com/cover/038072975X_72.jpg	Harper Perennial	240
1885167172	Who's Running Your Career?: Creating Stable Work In Unstable Times	Caela Farren	http://www.openisbn.com/cover/1885167172_72.jpg	Bard Press	286
0452261589	The Art And Craft Of Feature Writing: Based On The Wall Street Journal Guide	William E. Blundell	http://www.openisbn.com/cover/0452261589_72.jpg	Plume	272
0374230072	Required Reading: Why Our American Classics Matter Now	Andrew Delbanco	http://www.openisbn.com/cover/0374230072_72.jpg	Farrar, Straus And Giroux	226
014006690X	The Women Of Brewster Place (Penguin Contemporary American Fiction Series)	Gloria Naylor	http://www.openisbn.com/cover/014006690X_72.jpg	Penguin (Non-Classics)	192
0060975210	The Lover	Marguerite Duras	http://www.openisbn.com/cover/0060975210_72.jpg	Perennial	128
0374521352	The Dwarf	Par Lagerkvist,Alexandra Dick	http://www.openisbn.com/cover/0374521352_72.jpg	Hill And Wang	232
0226424197	French Lessons: A Memoir	Alice Kaplan	http://www.openisbn.com/cover/0226424197_72.jpg	University Of Chicago Press	232
0316085251	The Boys Of My Youth	Jo Ann Beard	http://www.openisbn.com/cover/0316085251_72.jpg	Back Bay Books	224
0874771641	Becoming A Writer	Dorothea Brande	http://www.openisbn.com/cover/0874771641_72.jpg	Tarcher	192
0451185560	Fear Of Flying	Erica Jong,Erica Jong	http://www.openisbn.com/cover/0451185560_72.jpg	Signet	336
1853260401	The Three Musketeers (Wordsworth Classics)	Alexandre Dumas PÃ..re	http://www.openisbn.com/cover/1853260401_72.jpg	Wordsworth Editions Ltd	592
0773760555	A Circle Of Silver (The Circle Of Silver Chronicles)	Maxine Trottier	http://www.openisbn.com/cover/0773760555_72.jpg	Fitzhenry And Whiteside	216
0553250531	Valley Of Horses	Jean M. Auel	http://www.openisbn.com/cover/0553250531_72.jpg	Thorndike Pr	0
0553148001	The Clan Of The Cave Bear : A Novel	Jean M. Auel	http://www.openisbn.com/cover/0553148001_72.jpg	Bantam Books	0
1579542085	Pets' Letters To God	Mark Bricklin	http://www.openisbn.com/cover/1579542085_72.jpg	Rodale Books	96
0671720414	Generation Warriors	Anne McCaffrey,Elizabeth Moon	http://www.openisbn.com/cover/0671720414_72.jpg	Baen	280
0345275675	The White Dragon (The Dragonriders Of Pern)	Anne McCaffrey	http://www.openisbn.com/cover/0345275675_72.jpg	Ultramarine Pub Co	497
024189865X	Bear's Whelp	Derek Wilson	http://www.openisbn.com/cover/024189865X_72.jpg	Hamish Hamilton Ltd	320
0773671358	Our Cops - Their Stories	Iris Gadd,Roger Gadd	http://www.openisbn.com/cover/0773671358_72.jpg	Stoddart	347
0553284460	Oklahoma Pride (The Holts #2)	Dana Fuller Ross	http://www.openisbn.com/cover/0553284460_72.jpg	Bantam	0
0440213525	The Client	John Grisham	http://www.openisbn.com/cover/0440213525_72.jpg	Dell Publishing Company, Inc.	566
0451188462	Desperation	Stephen King	http://www.openisbn.com/cover/0451188462_72.jpg	Signet	560
034525855X	A Spell For Chameleon (The Magic Of Xanth, No. 1)	Piers Anthony	http://www.openisbn.com/cover/034525855X_72.jpg	Del Rey	344
0441135560	Damia (Rowan)	Anne McCaffrey	http://www.openisbn.com/cover/0441135560_72.jpg	Ace	352
3789131202	Der Prinz Und Der Bottelknabe: Oder Erzähl Mir Vom Dow Jones	Kirsten Boie	http://www.openisbn.com/cover/3789131202_72.jpg	Oetinger Verlag	224
0195103793	Managing Your Mind: The Mental Fitness Guide	Gillian Butler,Tony Hope	http://www.openisbn.com/cover/0195103793_72.jpg	Oxford University Press, USA	448
0816303630	It Must Have Been An Angel (Redwood Paperback; 119)	Marjorie L. Lloyd	http://www.openisbn.com/cover/0816303630_72.jpg	Shelter Publications	144
0811807282	The Secret Language Of Dreams: A Visual Key To Dreams And Their Meanings	David Fontana	http://www.openisbn.com/cover/0811807282_72.jpg	Chronicle Books	176
0671019449	FLOWERS IN THE ATTIC (Dollanganger Series)	V.C. Andrews	http://www.openisbn.com/cover/0671019449_72.jpg	Pocket	432
0152105328	The Borrowers Avenged	Mary Norton,Beth Krush,Joe Krush	http://www.openisbn.com/cover/0152105328_72.jpg	Sandpiper	304
0060283122	The Bad Beginning (A Series Of Unfortunate Events, Book 1)	Michael Kupperman	http://www.openisbn.com/cover/0060283122_72.jpg	HarperCollins	176
0439136350	Harry Potter And The Prisoner Of Azkaban (Book 3)	J.K. Rowling,Mary GrandPré	http://www.openisbn.com/cover/0439136350_72.jpg	Scholastic	435
0671028367	Deadly Decisions (Temperance Brennan, No. 3)	Kathy Reichs	http://www.openisbn.com/cover/0671028367_72.jpg	Pocket Star	368
0028642333	The Complete Idiot's Guide To Understanding Islam (The Complete Idiot's Guide)	Yahiya Emerick	http://www.openisbn.com/cover/0028642333_72.jpg	Alpha	408
0440235642	Black May : The Epic Story Of The Allies' Defeat Of The German U-Boats In May 1943	Michael Gannon	http://www.openisbn.com/cover/0440235642_72.jpg	Dell	576
0330486705	Louise Brindley Omnibus (Pb)	Brindley Louise	http://www.openisbn.com/cover/0330486705_72.jpg	Pan Books	0
0670881872	An Incidental Memoir	Robin Dalton	http://www.openisbn.com/cover/0670881872_72.jpg	Viking Australia	384
0440111811	Changes	Danielle Steel	http://www.openisbn.com/cover/0440111811_72.jpg	Dell	448
0064400557	Charlotte's Web (Trophy Newbery)	E. B. White,Kate DiCamillo,Garth Williams	http://www.openisbn.com/cover/0064400557_72.jpg	HarperCollins	192
067166607X	Bambi: A Life In The Woods	Felix Salten	http://www.openisbn.com/cover/067166607X_72.jpg	Aladdin	192
0312870582	01-01-00	R. J. Pineiro	http://www.openisbn.com/cover/0312870582_72.jpg	Forge Books	320
3423123222	Verlorene Wünsche.	Anita Brookner	http://www.openisbn.com/cover/3423123222_72.jpg	Dtv	289
3453064038	Incubus.	Colin Forbes	http://www.openisbn.com/cover/3453064038_72.jpg	Heyne	541
3404122631	Sonnenfeuer	Patricia Shaw	http://www.openisbn.com/cover/3404122631_72.jpg	Bastei Lübbe	652
3596134153	Die Klage Des Distelfinken	Anna Maria Ortese,Sigrid Vagt	http://www.openisbn.com/cover/3596134153_72.jpg	Fischer (Tb.), Frankfurt	0
3453061187	Die Jury: Roman	John Grisham,Andreas Brandhorst	http://www.openisbn.com/cover/3453061187_72.jpg	Heyne Verlag	620
3423107421	Der Ritter, Den Es Nicht Gab: Roman	Italo Calvino,Oswalt Von Nostitz	http://www.openisbn.com/cover/3423107421_72.jpg	Deutscher Taschenbuch Verlag	144
3453161394	Der Gefallene Engel	Paul C. Doherty	http://www.openisbn.com/cover/3453161394_72.jpg	Heyne	668
3579007335	Muslimische Frauen In Deutschland Erzählen über Ihren Glauben	Frauke Biehl,Sevim Kabak	http://www.openisbn.com/cover/3579007335_72.jpg	Gütersloher Verlagshaus	0
3257229372	Liebessabotage	Amélie Nothomb,Wolfgang Kriege	http://www.openisbn.com/cover/3257229372_72.jpg	Diogenes Verlag	160
3453088530	Alistair MacLean's Zeit Der Attentäter	Alastair MacNeill,Alastair McNeill,Alistair MacLea	http://www.openisbn.com/cover/3453088530_72.jpg	Heyne	0
345305136X	Das Schweigen Der Lämmer	Thomas Harris	http://www.openisbn.com/cover/345305136X_72.jpg	Heyne	358
3257224974	Die Wahrheit über Lorin Jones: Roman	Alison Lurie,Otto Bayer	http://www.openisbn.com/cover/3257224974_72.jpg	Diogenes Verlag	416
3404139674	Operation Schneewolf: Thriller	Glenn Meade,Wolfgang Thon	http://www.openisbn.com/cover/3404139674_72.jpg	Bastei Lübbe (Bastei Verlag)	681
3442353793	Des Teufels Kardinal: Roman	Allan Folsom,Wulf Bergner	http://www.openisbn.com/cover/3442353793_72.jpg	Blanvalet Taschenbuch Verlag	480
3596129397	Mit Fünfzig Küssen Männer Anders.	Dorit Zinn	http://www.openisbn.com/cover/3596129397_72.jpg	Fischer Taschenbuch	110
3548257623	Die Zuckerbäckerin: Roman	Petra Durst-Benning	http://www.openisbn.com/cover/3548257623_72.jpg	Ullstein Taschenbuch	478
3746613531	Kleine Schwäne: Kriminalroman	Eva Maaser	http://www.openisbn.com/cover/3746613531_72.jpg	Aufbau Taschenbuch	272
3746618169	Tango Finale	Eva Maaser	http://www.openisbn.com/cover/3746618169_72.jpg	Aufbau Tb	228
9972847012	Los Amigos Que Perdí (Spanish Edition)	Jaime Bayly	http://www.openisbn.com/cover/9972847012_72.jpg	Santillana USA Publishing Company	359
9582700319	Manuela (Narrativa Colombiana) (Spanish Edition)	Lindy Arriaga Diaz	http://www.openisbn.com/cover/9582700319_72.jpg	Arango Editores	119
3257228031	Flamingofeder	Laurens Van Der Post	http://www.openisbn.com/cover/3257228031_72.jpg	Diogenes Verlag	512
3548248845	Der Fluch Des Falken	Elizabeth Peters,Barbara Mertz	http://www.openisbn.com/cover/3548248845_72.jpg	Ullstein Tb	0
3446178694	Der Virtuose: Roman	Margriet De Moor,Helga Van Beuningen	http://www.openisbn.com/cover/3446178694_72.jpg	Carl Hanser	168
3453198840	Der Gesang Des Troubadours	Clara Pierre,Gabriele Weber-Jaric	http://www.openisbn.com/cover/3453198840_72.jpg	Heyne	399
3404147294	Der Sohn Des Kreuzfahrers	Stephen R. Lawhead	http://www.openisbn.com/cover/3404147294_72.jpg	Bastei Lübbe (Bastei Verlag)	720
3746619394	Die Provencalin	Frederik Berger	http://www.openisbn.com/cover/3746619394_72.jpg	Aufbau Tb	0
3426619857	Verso Casa	Susanna Tamaro	http://www.openisbn.com/cover/3426619857_72.jpg	Droemer Knaur	0
3499233045	Die Reise Nach Karlsbad.	Ruth Berger	http://www.openisbn.com/cover/3499233045_72.jpg	Rowohlt Tb.	416
3404142624	Der Schwarze Kelch	Peter Berling	http://www.openisbn.com/cover/3404142624_72.jpg	Bastei Lübbe (Bastei Verlag)	1278
051604642X	The Story Of The U.S.S. Arizona (Cornerstones Of Freedom)	R. Conrad Stein	http://www.openisbn.com/cover/051604642X_72.jpg	Childrens Press	31
0380803151	Avalanche Soldier	Susan R. Matthews	http://www.openisbn.com/cover/0380803151_72.jpg	Eos (HarperCollins)	288
0553568728	Star Wars: The Truce At Bakura	Kathy Tyers	http://www.openisbn.com/cover/0553568728_72.jpg	Spectra	352
0553297988	Jedi Search (Star Wars: The Jedi Academy Trilogy, Vol. 1)	Kevin J. Anderson	http://www.openisbn.com/cover/0553297988_72.jpg	Spectra	368
0671654209	The Burning Eye (Warworld, Book 1)	Jerry Pournelle,John F. Carr,Roland Green	http://www.openisbn.com/cover/0671654209_72.jpg	Baen	366
0884046818	Battlefield Earth: A Saga Of The Year 3000	L. Ron Hubbard	http://www.openisbn.com/cover/0884046818_72.jpg	Bridge Pubns	1050
0345289072	Inherit The Stars	James P. Hogan	http://www.openisbn.com/cover/0345289072_72.jpg	Del Rey	0
0671720406	A Roil Of Stars	Don Wismer	http://www.openisbn.com/cover/0671720406_72.jpg	Baen	0
0345379802	The Han Solo Adventures: Han Solo At Stars' End / Han Solo's Revenge / Han Solo And The Lost Legacy (A Del Rey Book)	Brian Daley	http://www.openisbn.com/cover/0345379802_72.jpg	LucasBooks	576
0886778697	The Faded Sun Trilogy: Kesrith, Shon'jir, And Kutath	C. J. Cherryh	http://www.openisbn.com/cover/0886778697_72.jpg	DAW	784
0743435346	The Warmasters	David Weber,Eric Flint,David Drake	http://www.openisbn.com/cover/0743435346_72.jpg	Baen	320
0679448594	Primary Colors: A Novel Of Politics	Anonymous	http://www.openisbn.com/cover/0679448594_72.jpg	Random House	366
0345313577	Job, A Comedy Of Justice	Robert A. Heinlein	http://www.openisbn.com/cover/0345313577_72.jpg	Del Rey Books	0
0671867172	The Lottery Winner: Alvirah And Willy Stories	Mary Higgins Clark	http://www.openisbn.com/cover/0671867172_72.jpg	Pocket Books	304
0425189104	Murder On Mulberry Bend (Gaslight Mystery)	Victoria Thompson	http://www.openisbn.com/cover/0425189104_72.jpg	Berkley	352
0061030635	WILD JUSTICE                MM	Phillip Margolin	http://www.openisbn.com/cover/0061030635_72.jpg	HarperTorch	416
0446613436	The Guardian	Nicholas Sparks	http://www.openisbn.com/cover/0446613436_72.jpg	Warner Books	494
0449006530	Midnight Voices	John Saul	http://www.openisbn.com/cover/0449006530_72.jpg	Ballantine Books	384
006109157X	Dead Eyes	Stuart Woods	http://www.openisbn.com/cover/006109157X_72.jpg	HarperTorch	368
0440221315	The Gift	Danielle Steel	http://www.openisbn.com/cover/0440221315_72.jpg	Dell	288
0553576011	Send No Flowers (Bed &amp; Breakfast)	Sandra Brown	http://www.openisbn.com/cover/0553576011_72.jpg	Bantam	256
0451205294	Fatal Care	Leonard Goldberg	http://www.openisbn.com/cover/0451205294_72.jpg	Signet	416
0345444892	Murder At Ford's Theatre (Capital Crimes)	Margaret Truman	http://www.openisbn.com/cover/0345444892_72.jpg	Ballantine Books	336
0446527785	A Bend In The Road	Nicholas Sparks	http://www.openisbn.com/cover/0446527785_72.jpg	Warner Books	352
0375500685	Murder At The Library Of Congress	Margaret Truman	http://www.openisbn.com/cover/0375500685_72.jpg	Random House	336
0375503218	My Cat Spit McGee	Willie Morris	http://www.openisbn.com/cover/0375503218_72.jpg	Random House	160
0755310047	Josephine Cox: Child Of The North	Piers Dudgeon	http://www.openisbn.com/cover/0755310047_72.jpg	Headline Hardbacks	192
0752851950	The Little Princesses: The Story Of The Queen's Childhood By Her Nanny	Marion Crawford	http://www.openisbn.com/cover/0752851950_72.jpg	Orion	320
0747257574	Somewhere, Someday	Josephine Cox	http://www.openisbn.com/cover/0747257574_72.jpg	Headline Book Publishing	437
056353723X	Down To Earth	Faith Addis	http://www.openisbn.com/cover/056353723X_72.jpg	BBC Books	208
185326041X	The Great Gatsby (Wordsworth Classics)	F. Scott Fitzgerald	http://www.openisbn.com/cover/185326041X_72.jpg	Wordsworth Editions	144
0312272057	Dry: A Memoir	Augusten Burroughs	http://www.openisbn.com/cover/0312272057_72.jpg	St. Martin's Press	320
0142003190	A Noble Radiance (Guido Brunetti, No 7)	Donna Leon	http://www.openisbn.com/cover/0142003190_72.jpg	Penguin (Non-Classics)	304
042518336X	American Fuji	Sara Backer	http://www.openisbn.com/cover/042518336X_72.jpg	Berkley Trade	416
0613329740	Quidditch Through The Ages	J. K. Rowling	http://www.openisbn.com/cover/0613329740_72.jpg	Rebound By Sagebrush	0
0613325419	Fantastic Beasts And Where To Find Them (Turtleback School &amp; Library Binding Edition)	J.K. Rowling,Newt Scamander	http://www.openisbn.com/cover/0613325419_72.jpg	Turtleback	64
156389470X	Stardust: Being A Romance Within The Realms Of Faerie	Neil Gaiman,Charles Vess (illustrator)	http://www.openisbn.com/cover/156389470X_72.jpg	Vertigo	224
0439551234	Mister Monday (Keys To The Kingdom, Book 1)	Garth Nix	http://www.openisbn.com/cover/0439551234_72.jpg	Scholastic Paperbacks	368
058253531X	Magic Slippers (New Method Supplementary Readers)	Betty Lumsden Milne	http://www.openisbn.com/cover/058253531X_72.jpg	Addison-Wesley Pub (Sd)	64
0836218353	Yukon Ho!	Bill Watterson	http://www.openisbn.com/cover/0836218353_72.jpg	Andrews McMeel Publishing	128
2842772032	Paysages De Bretagne	Philip Plisson	http://www.openisbn.com/cover/2842772032_72.jpg	Chne	91
0836204387	The Calvin And Hobbes Tenth Anniversary Book	Bill Watterson	http://www.openisbn.com/cover/0836204387_72.jpg	Andrews McMeel Publishing	208
0345441435	Prospero's Children	Jan Siegel	http://www.openisbn.com/cover/0345441435_72.jpg	Del Rey	352
0812504755	The Legend Of Sleepy Hollow (Tor Classics)	Washington Irving	http://www.openisbn.com/cover/0812504755_72.jpg	Tor Classics	96
0836217225	Revelations From A 45-Pound Purse	Cathy Guisewite	http://www.openisbn.com/cover/0836217225_72.jpg	Andrews McMeel Publishing	128
0030181011	A Kiss On The Nose Turns Anger Aside	Charles M. Schulz	http://www.openisbn.com/cover/0030181011_72.jpg	Henry Holt &amp; Company, Inc.	0
0064407055	Ella Enchanted (Trophy Newbery)	Gail Carson Levine	http://www.openisbn.com/cover/0064407055_72.jpg	HarperCollins	240
0553262505	A Wizard Of Earthsea (The Earthsea Cycle, Book 1)	Ursula K. Le Guin	http://www.openisbn.com/cover/0553262505_72.jpg	Bantam	183
0689710887	Greenwitch	Susan Cooper	http://www.openisbn.com/cover/0689710887_72.jpg	Simon Pulse	148
0689710879	The Dark Is Rising	Susan Cooper,Alan Cober	http://www.openisbn.com/cover/0689710879_72.jpg	Simon Pulse	232
0020427859	Over Sea, Under Stone	Susan Cooper	http://www.openisbn.com/cover/0020427859_72.jpg	Simon Pulse	256
